Q747,0.2545454545454545
Q1528,0.17272727272727273
Q905,0.43636363636363634
Q1962,0.12727272727272726
Q1817,0.21818181818181817
Q2129,0.21818181818181817
Q1925,0.33636363636363636
Q1235,0.23636363636363636
Q23,0.5636363636363636
Q1738,0.14545454545454545
Q1712,0.09090909090909091
Q1646,0.3181818181818182
Q1320,0.10909090909090909
Q1330,0.16363636363636364
Q1878,0.16363636363636364
Q2006,0.08181818181818182
Q1398,0.4090909090909091
Q1672,0.10909090909090909
Q1257,0.2
Q1503,0.33636363636363636
Q1228,0.19090909090909092
Q1526,0.13636363636363635
Q909,0.6090909090909091
Q619,0.5272727272727272
Q1058,0.20909090909090908
Q1446,0.3
Q326,0.22727272727272727
Q475,0.24545454545454545
Q555,0.19090909090909092
Q2105,0.4
Q937,1.0
Q1918,0.32727272727272727
Q377,0.34545454545454546
Q2125,0.2727272727272727
Q1835,0.4090909090909091
Q1839,0.39090909090909093
Q1405,0.41818181818181815
Q1319,0.1
Q1317,0.3090909090909091
Q1325,0.2727272727272727
Q1940,0.2545454545454545
Q633,0.9454545454545454
Q1267,0.23636363636363636
Q1416,0.20909090909090908
Q1804,0.23636363636363636
Q1868,0.21818181818181817
Q1934,0.2818181818181818
Q920,0.33636363636363636
Q1500,0.23636363636363636
Q1464,0.18181818181818182
Q1339,0.6909090909090909
Q815,0.16363636363636364
Q1938,0.2545454545454545
Q1224,0.4
Q1755,0.10909090909090909
Q1488,0.2545454545454545
Q1802,0.17272727272727273
Q1056,0.16363636363636364
Q1747,0.09090909090909091
Q926,0.33636363636363636
Q297,0.5181818181818182
Q873,0.8
Q1681,0.12727272727272726
Q1276,0.6727272727272727
Q1254,0.36363636363636365
Q1421,0.2909090909090909
Q2185,0.32727272727272727
Q1381,0.12727272727272726
Q501,0.4090909090909091
Q1936,0.509090909090909
Q530,0.18181818181818182
Q1939,0.42727272727272725
Q1463,0.4090909090909091
Q1151,0.35454545454545455
Q368,0.2818181818181818
Q1253,0.20909090909090908
Q849,0.2909090909090909
Q997,0.3
Q1812,0.2
Q946,0.5909090909090909
Q2190,0.2909090909090909
Q207,0.5545454545454546
Q1753,0.1
Q1638,0.19090909090909092
Q1149,0.39090909090909093
Q1124,0.5
Q1691,0.09090909090909091
Q1427,0.2636363636363636
Q1885,0.23636363636363636
Q2327,0.08181818181818182
Q1956,0.18181818181818182
Q42,0.7545454545454545
Q1928,0.43636363636363634
Q1511,0.5454545454545454
Q1911,0.2727272727272727
Q635,0.3
Q2153,0.21818181818181817
Q859,0.3
Q853,0.2818181818181818
Q1789,0.11818181818181818
Q2104,0.14545454545454545
